label	sentence_A_ja	sentence_B_ja	source_sentence_en
0	トド岩 と も 呼ば れる 。	ドアチャイム と も 呼ば れる 。	
0	趣味 は 、 読書 、 映画鑑賞 。	趣味 は 読書 、 書道 。	
0	住宅地 に 隣接 し て いる 。	さいたま市北区 に 隣接 し て いる 。	
0	詳しく は 富山の売薬 を 参照 。	詳しく は 気候変動 を 参照 。	
0	2002年 の センサス に よれ ば 、 15歳 以上 の 国民 の 識字率 は 87% で ある 。	2001年 の センサス に よれ ば 、 15歳 以上 の 国民 の 識字率 は 80% で ある 。	
0	用例 は 以下 の 通り 。	誤差関数 は 以下 の 通り 。	
0	2012年 11月 、 WBA 世界 スーパーライト級 暫定王座 を 剥奪 さ れ た 。	2012年 、 WBA 女子 世界 スーパーフェザー級 暫定王座 を 剥奪 さ れ た 。	
0	サッソ・マルコーニ に は 以下 の 分離集落 （ フラツィオーネ ） が ある 。	ロンコフレッド に は 以下 の 分離集落 （ フラツィオーネ ） が ある 。	
0	北海道 内 における 東川町 の 位置 を 示し た 図 。	北海道 内 における 富良野市 の 位置 を 示し た 図 。	
0	1994年 1月1日 に ビクター エンタテインメント から 発売 さ れ た 。	1996年 1月1日 に ビクター エンタテインメント から 発売 さ れ た 。	
0	林田健司 が 作詞 か 作曲 、 もしくは その 両方 を 手がけ た 楽曲 。	今井寿 が 作詞 か 作曲 、 もしくは その 両方 を 手がけ た 楽曲 。	
0	長崎県佐世保市 に関する 画像 が 、 まとめ られ て い ます 。	愛知環状鉄道 に関する 画像 が 、 まとめ られ て い ます 。	
0	ウォータクティクス と は 日本 の 競走馬 で ある 。	トキツカゼ と は 日本 の 競走馬 で ある 。	
0	「 ローリング・ストーン の 選ぶ 歴史 上 最も 偉大 な 100 組 の アーティスト 」 において 第 100位 。	「 ローリング・ストーン の 選ぶ 歴史 上 最も 偉大 な 100 組 の アーティスト 」 において 第 7位 。	
0	この 表 は 、 うお座 の 恒星 を 明る さ の 順 に 並べ た もの で ある 。	この 表 は 、 こと座 の 恒星 を 明る さ の 順 に 並べ た もの で ある 。	
0	従四位 、 勲 三 等 旭日中綬章 を 受章 。	1973年 、 勲 三 等 旭日中綬章 を 受章 。	
0	本 項 で は 、 以降 は 『 ダブルスポイラー 』 と 称する こと と する 。	本 項 で は 、 以降 は 『 非想天則 』 と 称する こと と する 。	
0	北海道 内 における 足寄町 の 位置 を 示し た 図 。	北海道 内 における 音別町 の 位置 を 示し た 図 。	
0	トータス松本 が 作詞 か 作曲 、 もしくは その 両方 を 手がけ た 楽曲 。	宮沢和史 が 作詞 か 作曲 、 もしくは その 両方 を 手がけ た 楽曲 。	
0	奈良学園大学 の 人物 一覧 は 奈良学園大学 に 関係 する 人物 の 一覧 記事 。	東京国際大学 の 人物 一覧 は 東京国際大学 に 関係 する 人物 の 一覧 記事 。	
0	北海道 内 における 生田原町 の 位置 を 示し た 図 。	北海道 内 における 大滝村 の 位置 を 示し た 図 。	
0	西経43度線 は 、 北極点 から 南極点 まで 南 に 向かっ て 以下 の 場所 を 通っ て いる 。	西経131度線 は 、 北極点 から 南極点 まで 南 に 向かっ て 以下 の 場所 を 通っ て いる 。	
0	2005年 7月10日 に 投稿者 が 舞浜駅 にて 撮影 。	2005年 7月10日 に 投稿者 が 安食駅 にて 撮影 。	
0	1942年 7月 、 奈良県知事 に 就任 し 、 戦時下 の 対応 に 尽力 。	1942年 7月 、 高知県知事 に 就任 し 、 戦時下 の 対応 に 尽力 。	
0	阿久津健太郎 が 作詞 か 作曲 、 もしくは その 両方 を 手がけ た 楽曲 。	杉山勝彦 が 作詞 か 作曲 、 もしくは その 両方 を 手がけ た 楽曲 。	
0	かつて は 夏木プロダクション に 所属 し て い た 。	かつて は ホリエージェンシー に 所属 し て い た 。	
0	2016年 現在 、 大阪拘置所 に 収監 さ れ て いる 。	2016年 現在 、 名古屋拘置所 に 収監 さ れ て いる 。	
0	広川 の 死後 、 持ち 役 を 引き継い だ 人物 は 以下 の 通り 。	小池 の 死後 、 持ち 役 を 引き継い だ 人物 は 以下 の 通り 。	
0	腹膜刺激症状 に は 以下 の もの が ある 。	ドメラ に は 以下 の もの が ある 。	
0	高萩市 が 運営 管理 を 行っ て いる 。	日南市 が 運営 管理 を 行っ て いる 。	
0	高校 時代 は 新聞部 に 所属 し て い た 。	高校 時代 に は バレーボール部 に 所属 し て い た 。	
0	跡 を 養子 の 信敬 が 継い だ 。	跡 を 養子 の 政和 が 継い だ 。	
0	高萩市 が 運営 管理 を 行っ て いる 。	久米島町 が 運営 管理 を 行っ て いる 。	
0	葉山拓亮 が 作詞 か 作曲 、 もしくは その 両方 を 手がけ た 楽曲 。	浜口庫之助 が 作詞 か 作曲 、 もしくは その 両方 を 手がけ た 楽曲 。	
0	北海道 内 における 蘭越町 の 位置 を 示し た 図 。	北海道 内 における 留萌市 の 位置 を 示し た 図 。	
0	現行 行政 地名 は 川岸 一丁目 から 三丁目 。	現行 行政 地名 は 自由が丘 一丁目 から 自由が丘 三丁目 。	
0	詳しく は 医局 を 参照 さ れ たい 。	詳しく は 符号付数値表現 を 参照 さ れ たい 。	
0	ホーマック が 管理 ・ 運営 し て いる 。	神戸市 が 管理 ・ 運営 し て いる 。	
0	実務 は 豊原 連隊区司令部 が 執行 し た 。	実務 は 京都 連隊区司令部 が 執行 し た 。	
0	兵庫教育大学 の 人物 一覧 は 兵庫教育大学 に 関係 する 人物 の 一覧 記事 。	福岡工業大学 の 人物 一覧 は 福岡工業大学 に 関係 する 人物 の 一覧 記事 。	
0	続く ダービー卿チャレンジトロフィー で は 終始 後方 の まま 12 着 と 大敗 し た 。	続く カペラステークス で は 終始 後方 の まま 12 着 と 大敗 し た 。	
0	廃止 さ れ た 幼稚園 について は 北海道 幼稚園 の 廃園 一覧 を 参照 。	廃止 さ れ た 幼稚園 について は 香川県 幼稚園 の 廃園 一覧 を 参照 。	
0	北海道 内 における 置戸町 の 位置 を 示し た 図 。	北海道 内 における 幌加内町 の 位置 を 示し た 図 。	
0	主 に アダルトゲーム を 中心 に 活動 し て いる 。	主 に 日本国内 を 中心 に 活動 を し て いる 。	
0	北川悠仁 が 作詞 か 作曲 、 もしくは その 両方 を 手がけ た 楽曲 。	坂井泉水 が 作詞 か 作曲 、 もしくは その 両方 を 手がけ た 楽曲 。	
0	ローディ に は 、 以下 の 分離集落 （ フラツィオーネ ） が ある 。	フォシャンドラ に は 、 以下 の 分離集落 （ フラツィオーネ ） が ある 。	
0	東京都日の出町 で は 町 の 天然記念物 に 指定 さ れ て いる 。	隠岐の島町 で は 町 の 天然記念物 に 指定 さ れ て いる 。	
0	西経109度線 は 、 北極点 から 南極点 まで 南 に 向かっ て 以下 の 場所 を 通っ て いる 。	東経18度線 は 、 北極点 から 南極点 まで 南 に 向かっ て 以下 の 場所 を 通っ て いる 。	
0	天文 観測 ファン として 会社員 時代 に 西山 と 知り合い 、 親交 を 深め た 。	天文 観測 ファン として 会社員 時代 に 椛島 と 知り合い 、 親交 を 深め た 。	
0	ポンパーノ は 第二次世界大戦 の 戦功 で 7 個 の 従軍 星章 を 受章 し た 。	タスカルーサ は 第二次世界大戦 の 戦功 で 7 個 の 従軍 星章 を 受章 し た 。	
0	かつて は 前進座 に 所属 し て い た 。	かつて は オスカープロモーション に 所属 し て い た 。	
0	北海道 内 における 登別市 の 位置 を 示し た 図 。	北海道 内 における 新十津川町 の 位置 を 示し た 図 。	
0	以下 は 、 メジャーリーグベースボール （ MLB ） における 1949年 の でき ごと を 記す 。	以下 は 、 メジャーリーグベースボール （ MLB ） における 1910年 の でき ごと を 記す 。	
0	長野県 小県郡 赤坂村 （ 現 上田市 ） 生まれ 。	長野県 小県郡 武石村 （ 現 上田市 ） 生まれ 。	
0	志倉千代丸 が 作詞 ・ 作曲 を 手掛け た 。	川嶋あい が 作詞 ・ 作曲 を 手掛け た 。	
0	長母音 を 省略 し て オレステス とも 表記 さ れる 。	長母音 を 省略 し て ペリペテス とも 表記 さ れる 。	
0	渥美線 の 近年 の 営業 成績 を 下表 に 記す 。	江ノ島電鉄線 の 近年 の 営業 成績 を 下表 に 記す 。	
0	アムトラック の パラトカ 駅 に 発着 する 列車 は 下記 の 通り 。	アムトラック の サクラメント・バレー 駅 に 発着 する 列車 は 下記 の 通り 。	
0	ブレッサノーネ に は 以下 の 分離集落 （ フラツィオーネ ） が ある 。	パッラーノ に は 以下 の 分離集落 （ フラツィオーネ ） が ある 。	
0	本 項目 で は マルタ の イスラム教 について 記述 する 。	本 項目 で は ベトナム の イスラム教 について 記述 する 。	
0	カステッランマーレ・ディ・スタービア に は 、 以下 の 分離集落 （ フラツィオーネ ） が ある 。	メル に は 、 以下 の 分離集落 （ フラツィオーネ ） が ある 。	
0	バレーボール モーリシャス 男子 代表 は 、 バレーボール の 国際大会 で 編成 さ れる モーリシャス の 男子 バレーボール ナショナルチーム で ある 。	バレーボール シンガポール 男子 代表 は 、 バレーボール の 国際大会 で 編成 さ れる シンガポール の 男子 バレーボール ナショナルチーム で ある 。	
0	バルレッタ に は 以下 の 分離集落 （ フラツィオーネ ） が ある 。	ネー に は 以下 の 分離集落 （ フラツィオーネ ） が ある 。	
0	チーム の 地区優勝 に 大きく 貢献 し た 。	チーム の 準優勝 に 大きく 貢献 し た 。	
0	跡 を 弟 で 養子 の 豊明 が 継い だ 。	跡 を 弟 で 養子 の 忠紀 が 継い だ 。	
0	長母音 を 省略 し て コオン とも 表記 さ れる 。	長母音 を 省略 し て アグライア とも 表記 さ れる 。	
0	サンセード は ポンフェラーダ 司法 管轄 区 に 属す 。	コンゴスト は ポンフェラーダ 司法 管轄 区 に 属す 。	
0	卒業 後 は 九州電力 に 入社 し た 。	卒業 後 は 日新製鋼 に 入社 し た 。	
0	単行本 は 同社 の 花とゆめコミックス から 全 2 巻 。	単行本 は 同社 の りぼんマスコットコミックス から 全 2 巻 。	
0	これ が グループ 名 の 由来 で ある 。	これ が ヒトヨタケ の 名 の 由来 で ある 。	
0	広島県 の 史跡 に 指定 さ れ て いる 。	千葉県 の 史跡 に 指定 さ れ て いる 。	
0	相対 式 ホーム 2 面 1 線 の 無人駅 。	島 式 ホーム 1 面 2 線 の 無人駅 。	
0	長母音 を 省略 し て ドロン とも 表記 さ れる 。	長母音 を 省略 し て オイクレス とも 表記 さ れる 。	
0	高崎市 指定 史跡 に 指定 さ れ て いる 。	城陽市 指定 史跡 に 指定 さ れ て いる 。	
0	韓国 の 鉄道 駅 の うち 、 ぬ で 始まる もの 。	韓国 の 鉄道 駅 の うち 、 け で 始まる もの 。	
0	小椋佳 が 作詞 か 作曲 、 もしくは その 両方 を 手がけ た 楽曲 。	長戸大幸 が 作詞 か 作曲 、 もしくは その 両方 を 手がけ た 楽曲 。	
0	バディーア に は 以下 の 分離集落 （ フラツィオーネ ） が ある 。	コモ に は 以下 の 分離集落 （ フラツィオーネ ） が ある 。	
0	長男 ・ 稙昌 が 跡 を 継い だ 。	跡 を 長男 ・ 義成 が 継い だ 。	
0	さらに 4月9日 に も 爆弾 が 命中 し た 。	さらに キプリング に も 爆弾 が 命中 し た 。	
0	杭 や 樹木 など に 青色 の 点々 を 描い て 示し て いる こと も ある 。	杭 や 樹木 など に 黄色 の 点々 を 描い て 示し て いる こと も ある 。	
0	この 分野 の 内容 それ 自体 について は 社会保障法 を 参照 。	この 分野 の 内容 それ 自体 について は 法制史 を 参照 。	
0	町内 に 鉄道 は 走っ て い ない 。	市内 に 鉄道 は 走っ て い ない 。	
0	北海道 内 における 大野町 の 位置 を 示し た 図 。	北海道 内 における 増毛町 の 位置 を 示し た 図 。	
0	近鉄四日市駅 の 利用 状況 の 変遷 を 下表 に 示す 。	千里駅 の 利用 状況 の 変遷 を 下表 に 示す 。	
0	吉田村 （ よし だむ ら ） は 、 かつて 岐阜県 恵那郡 に あっ た 村 で ある 。	吉田村 （ よし だむ ら ） は 、 かつて 島根県 飯石郡 に あっ た 村 で ある 。	
0	アラビア語 バーレーン 方言 は 、 アラビア語 の 口語 （ アーンミーヤ ） の ひとつ で 、 半島 方言 に 分類 さ れる 言語 。	アラビア語 ハドラマウト 方言 は 、 アラビア語 の 口語 （ アーンミーヤ ） の ひとつ で 、 イエメン 方言 に 分類 さ れる 言語 。	
0	フィンランド の ラテン語 名 に 因ん で 名付け られ た 。	ポーランド の ラテン語 名 に 因ん で 名付け られ た 。	
0	以下 に グランドラピッズ 市 における 1850年 から 2010年 まで の 人口 推移 を グラフ および 表 で 示す 。	以下 に アレンタウン 市 における 1850年 から 2010年 まで の 人口 推移 を グラフ および 表 で 示す 。	
0	2010年 国勢調査 に 拠れ ば 、 バーモント州 の 人種 による 人口 構成 は 次 の よう に なっ て いる 。	2010年 国勢調査 に 拠れ ば 、 ニュージャージー州 の 人種 による 人口 構成 は 次 の よう に なっ て いる 。	
0	これ により 国家地方警察 と 自治体警察 が 廃止 さ れ 、 新た に 都道府県 警察 として 富山県 警察本部 が 発足 。	これ により 国家地方警察 と 自治体警察 が 廃止 さ れ 、 新た に 都道府県 警察 として 奈良県 警察本部 が 発足 。	
0	なお 日川高校 時代 、 高校 日本代表 に 選ば れ 、 第 32回 高校 東西対抗 試合 の 参加メンバー に 選出 さ れ た 。	なお 東福岡高校 時代 、 高校 日本代表 に 選ば れ 、 第 32回 高校 東西対抗 試合 の 参加メンバー に 選出 さ れ た 。	
0	鳥原 村 は 、 合併 し た 村名 を 継承 する 以下 の 大字 で 構成 さ れる 。	小梅 村 は 、 合併 し た 村名 を 継承 する 以下 の 大字 で 構成 さ れる 。	
0	宮崎県 内 の 教育 に関する 事務 を 所掌 する 行政委員会 で あり 、 6人 の 委員 で 構成 さ れる 。	青森県 内 の 教育 に関する 事務 を 所掌 する 行政委員会 で あり 、 6人 の 委員 で 構成 さ れる 。	
0	1942年 4月 、 第 21回 衆議院議員総選挙 で 翼賛政治体制協議会 の 推薦 を 受け 福岡県第二区 から 出馬 し て 当選 。	1942年 4月 、 第 21回 衆議院議員総選挙 で 翼賛政治体制協議会 の 推薦 を 受け 新潟県第三区 から 出馬 し て 当選 。	
0	アボカド や トウモロコシ 、 マンゴー など の 農作物 を 食害 する 害鳥 と みなさ れる こと も ある 。	トウモロコシ や バナナ 、 マンゴー など の 農作物 を 食害 する 害鳥 と みなさ れる こと も ある 。	
0	富山 方面 に 向かっ て 左側に 単式 ホーム 1 面 1 線 を 有する 地上 駅 （ 停留所 ） 。	米子 方面 に 向かっ て 左側に 単式 ホーム 1 面 1 線 を 有する 地上 駅 （ 停留所 ） 。	
0	シンジ は 、 任天堂 の ゲームソフト 『 ポケットモンスター 』 シリーズ を 原作 と する アニメ 『 ポケットモンスター 』 シリーズ に 登場 する 架空 の 人物 。	ハルカ は 、 任天堂 の ゲームソフト 『 ポケットモンスター 』 を 原作 と する アニメ 『 ポケットモンスター シリーズ 』 に 登場 する 架空 の 人物 。	
0	東海交通事業 の 職員 が 業務 を 担当 する 業務委託駅 で 、 浜松駅 が 当 駅 を 管理 し て いる 。	東海交通事業 の 職員 が 業務 を 担当 する 業務委託駅 で 、 中津川駅 が 当 駅 を 管理 し て いる 。	
0	1325 形 は 、 かつて 日本国有鉄道 の 前身 で ある 鉄道省 に 在籍 し た タンク 式 蒸気機関車 で ある 。	1690 形 は 、 かつて 日本国有鉄道 の 前身 で ある 鉄道省 に 在籍 し た タンク 式 蒸気機関車 で ある 。	
0	本 項 は 、 青森県 師範学校 ・ 青森県 女子 師範学校 など の 前身 諸 校 を 含め て 記述 する 。	本 項 は 、 福島県 師範学校 ・ 福島県 女子 師範学校 など の 前身 諸 校 を 含め て 記述 する 。	
0	以下 に イーストン 市 における 1850年 から 2010年 まで の 人口 推移 を グラフ および 表 で 示す 。	以下 に ラシーン 市 における 1850年 から 2010年 まで の 人口 推移 を グラフ および 表 で 示す 。	
0	ウォーズマン は 、 ゆでたまご の 漫画 『 キン肉マン 』 および その 続編 『 キン肉マンII世 』 に 登場 する 架空 の 人物 。	サンシャイン は 、 ゆでたまご の 漫画 『 キン肉マン 』 および その 続編 『 キン肉マンII世 』 に 登場 する 架空 の 人物 。	
0	戸塚区 内 で は 、 一部 の 区域 で 住居表示に関する法律 に 基づく 住居表示 が 実施 さ れ て いる 。	中央区 内 で は 、 一部 の 区域 で 住居表示に関する法律 に 基づく 住居表示 が 実施 さ れ て いる 。	
0	その後 、 1960年代 に 会津若松市 の 住居表示 が 実施 さ れ 、 現在 の 本町 周辺 も 対象 と なる 。	その後 、 1960年代 に 会津若松市 の 住居表示 が 実施 さ れ 、 現在 の 城南町 周辺 も 対象 と なる 。	
0	米 タイム誌 は 、 本作 を 「 2015年 の 映画 トップ 10 」 の 第 8位 に 挙げ て いる 。	米 タイム誌 は 、 本作 を 「 2015年 の 映画 トップ 10 」 の 第 4位 に 挙げ て いる 。	
0	三重県 内 の 教育 に関する 事務 を 所掌 する 行政委員会 で あり 、 6人 の 委員 で 構成 さ れる 。	佐賀県 内 の 教育 に関する 事務 を 所掌 する 行政委員会 で あり 、 6人 の 委員 で 構成 さ れる 。	
0	図書館 サービス の うち 、 蔵書 資料 の 貸出 や 予約 など に は 予約 者 カード が 必要 と なる 。	図書館 サービス の うち 、 蔵書 資料 の 貸出 や 予約 など に は 利用 カード が 必要 と なる 。	
0	駅舎 は 構内 の 北西 側 に 位置 し 、 ホーム 北側 と を 結ぶ 構内 踏切 で 連絡 し た 。	駅舎 は 構内 の 北西 側 に 位置 し 、 ホーム 西側 と を 結ぶ 構内 踏切 で 連絡 し た 。	
0	この 表 は 、 きりん 座 の 恒星 を 明る さ の 順 に 並べ た もの で ある 。	この 表 は 、 がか 座 の 恒星 を 明る さ の 順 に 並べ た もの で ある 。	
0	北極点 から 北極海 、 ヨーロッパ 、 アジア 、 アフリカ 、 インド洋 、 南極海 、 南極 大陸 を 通過 し て 南極点 まで を 結ぶ 。	北極点 から 北極海 、 ヨーロッパ 、 地中海 、 アフリカ 、 インド洋 、 南極海 、 南極 大陸 を 通過 し て 南極点 まで を 結ぶ 。	
0	この 表 は 、 ポンプ 座 の 恒星 を 明る さ の 順 に 並べ た もの で ある 。	この 表 は 、 かじき 座 の 恒星 を 明る さ の 順 に 並べ た もの で ある 。	
0	腹 甲 の 色彩 は 黄色 や 淡 黄 褐色 で 、 甲板 ごと に 暗色 斑 が 入る 。	腹 甲 の 色彩 は 淡 黄色 や 黄色 、 黄 褐色 で 、 甲板 ごと に 黒色 斑 が 入る 。	
0	「 石川県 統計 書 」 に よる と 、 1日 の 平均 乗車 人員 は 以下 の 通り で ある 。	「 岐阜県 統計 書 」 に よる と 、 1日 平均 の 乗車 人員 は 以下 の 通り で ある 。	
0	その後 、 優勝 し た アメリカ は メダル を 剥奪 さ れ 、 バハマ は 繰り 上がり で 金メダル を 獲得 し た 。	その後 、 優勝 し た アメリカ は メダル を 剥奪 さ れ 、 バハマ は 繰り 上がり で 銅メダル を 獲得 し た 。	
0	開発 による 生息地 の 破壊 、 食用 の 狩猟 など により 生息 数 が 減少 し て いる 種 も いる 。	森林伐採 による 生息地 の 破壊 、 食用 の 狩猟 など により 生息 数 が 減少 し て いる 種 も いる 。	
0	現在 の 日本 の 学校教育 において 必修 の 科目 と さ れ て いる もの に 、 以下 の もの が ある 。	現在 の 香港 の 学校教育 において 必修 の 科目 と さ れ て いる もの に 、 以下 が ある 。	
0	出店 し て いる テナント 全店 の 一覧 ・ 詳細 情報 は 公式サイト 「 ショップ ガイド 」 を 参照 。	出店 し て いる テナント 全店 の 一覧 ・ 詳細 情報 は 公式サイト 「 フロア ガイド 」 を 参照 。	
0	開発 や 採掘 による 生息地 の 破壊 、 狩猟 など により 生息 数 は 減少 し て いる 。	開発 や 放牧 による 生息地 の 破壊 、 狩猟 など により 生息 数 は 減少 し て いる 。	
0	精密機器 製造 業者 の 親睦 など を 目的 と する 団体 、 技術 向上 など を 行う 団体 など 、 多岐 に わたる 。	伝統工芸品 製造 業者 の 親睦 など を 目的 と する 団体 、 技術 向上 など を 行う 団体 など 、 多岐 に わたる 。	
0	弾 種 識別 および 防湿 の ため 、 雷管 の 周り に 緑色 の セラック ワニス を 塗布 し た 。	弾 種 識別 および 防湿 の ため 、 雷管 の 周り に 赤色 の セラック ワニス を 塗布 し た 。	
0	ステージ 内 の 仕掛け として 用意 さ れ た もの で 、 ほか の 種類 の タル より 一 回り 大きい 。	コース 内 の 仕掛け として 用意 さ れ た もの で 、 ほか の 種類 の タル より 一 回り 大きい 。	
0	東西線 の 駅 は 駅 ごと に ステーション カラー が 制定 さ れ て おり 、 当 駅 の ステーション カラー は 牡丹色 で ある 。	東西線 の 駅 は 駅 ごと に ステーション カラー が 制定 さ れ て おり 、 当 駅 の ステーション カラー は 藤色 で ある 。	
0	道議会議員 の 任期 4年 が 満了 し た こと に 伴っ て 実施 さ れ た 選挙 で ある 。	山梨県知事 の 任期 4年 が 満了 し た こと に 伴っ て 実施 さ れ た 選挙 で ある 。	
0	CGエンジニア検定 は 、 CG検定 の 3つ の 構成 （ 表現 系 ・ 技術 系 ・ リテラシー 系 ） の うち で 技術 系 に 属する 。	CGクリエイター検定 は 、 CG検定 の 3つ の 構成 （ 表現 系 ・ 技術 系 ・ リテラシー 系 ） の うち で 表現 系 に 属する 。	
0	ドイツ語 版 の 「 良質 な 記事 」 は 膨大 な ため サブ ページ 化 し て い ます 。	フランス語 版 の 「 良質 な 記事 」 は 膨大 な ため サブ ページ 化 し て い ます 。	
0	後部 縁 甲板 の 外縁 は やや 鋸 状 に 尖る が 、 老齢 個体 で は 不明瞭 に なる 。	後部 縁 甲板 の 外縁 は やや 鋸 状 に 尖る が 、 大型 個体 で は 不明瞭 に なる 。	
0	また 、 静岡 県立大学 の 大学院 において は 、 国際関係学研究科 の 准教授 も 兼務 し 、 国際関係学 専攻 の 講義 を 担当 し た 。	また 、 静岡 県立大学 の 大学院 において は 、 国際関係学研究科 の 教授 も 兼務 し 、 国際関係学 専攻 の 講義 を 担当 し た 。	
0	東海交通事業 の 職員 が 業務 を 担当 する 業務委託駅 で 、 岐阜駅 が 当 駅 を 管理 し て いる 。	東海交通事業 の 職員 が 業務 を 担当 する 業務委託駅 で 、 静岡駅 が 当 駅 を 管理 し て いる 。	
0	以下 に フローレンス 市 における 1850年 から 2010年 まで の 人口 推移 を グラフ および 表 で 示す 。	以下 に ハンプトン 市 における 1850年 から 2010年 まで の 人口 推移 を 表 および グラフ で 示す 。	
0	2 番 のり ば に 停車 する 列車 は 、 ドア 横 の 開閉 ボタン で 開け 閉め する 。	平日 に 2 番 のり ば に 停車 する 列車 は ドア 横 の 開閉 ボタン で 開け 閉め する 。	
0	カルガリーオリンピック における フィギュアスケート 競技 は 、 1988年 2月14日 から 2月27日 まで の 競技 日程 で 実施 さ れ た 。	カルガリーオリンピック における スピードスケート 競技 は 、 1988年 2月14日 から 2月27日 まで の 競技 日程 で 実施 さ れ た 。	
0	なお 、 日本語 の 「 論理学 」 という 語 は 西周 による もの と さ れ て いる 。	なお 、 日本語 の 「 消費 」 という 語 は 西周 による もの と さ れ て いる 。	
0	開発 による 生息地 の 破壊 、 剥製 目的 の 乱獲 など により 生息 数 は 減少 し て いる 。	開発 による 生息地 の 破壊 、 羽毛 目的 の 乱獲 など により 生息 数 は 減少 し て いる 。	
0	2015年 現在 まで に 、 以下 の 専門 局 ・ 動画配信 サービス にて 放送 ・ 配信 が 行わ れ た 。	2015年 現在 まで に 、 以下 の 専門 局 ・ 動画配信 サービス にて 再放送 ・ 配信 が 行わ れ た 。	
0	大統領 の 任期 4年 が 満了 し た こと に 伴っ て 実施 さ れ た 選挙 で ある 。	知事 の 任期 4年 が 満了 し た こと に 伴っ て 実施 さ れ た 選挙 で ある 。	
0	さらに 、 総監 部 は 陸軍 総監 および 連邦 国防大臣 が 執務 不能 の 際 に これ を 支援 する 。	さらに 、 総監 部 は 空軍 総監 および 連邦 国防大臣 が 執務 不能 の 際 に これ を 支援 する 。	
0	証明 を 含める こと の 問題 は 、 それ が 記事 の 説明 の 流れ を ブロック し て しまう こと です 。	病態 説明 を 含める こと の 問題 は 、 それ が 記事 の 流れ を ブロック し て しまう こと です 。	
0	スーダン 国内 に は 、 ユネスコ の 世界遺産 リスト に 登録 さ れ た 文化遺産 が 2 件 存在 する 。	朝鮮民主主義人民共和国 国内 に は 、 ユネスコ の 世界遺産 リスト に 登録 さ れ た 文化遺産 が 2 件 存在 する 。	
0	現在 使用 さ れ て いる 水温計 は 、 大きく 分け て 機械 式 と 電気 式 に 分類 さ れる 。	現在 使用 さ れ て いる 油温計 は 、 大きく 分け て 機械 式 と 電気 式 に 分類 さ れる 。	
0	この 文書 は 、 ウクライナ語 由来 の 外来語 について 、 表記 を 決める ため の 参考 資料 を 提示 する もの です 。	この 文書 は 、 ウズベク語 由来 の 外来語 について 、 表記 を 決める ため の 参考 資料 を 提示 する もの です 。	
0	ウルグアイ 国内 に は 、 ユネスコ の 世界遺産 リスト に 登録 さ れ た 文化遺産 が 2 件 存在 する 。	アゼルバイジャン 国内 に は 、 ユネスコ の 世界遺産 リスト に 登録 さ れ た 文化遺産 が 2 件 存在 する 。	
0	多治見市 の 地名 で は 、 同 市内 に 存在 する 町名 ・ 字名 を 一覧 に し て 記す 。	中津川市 の 地名 で は 、 同 市内 に 存在 する 町名 ・ 字名 を 一覧 に し て 記す 。	
0	東海交通事業 の 職員 が 業務 を 担当 する 業務委託駅 で 、 中津川駅 が 当 駅 を 管理 し て いる 。	東海交通事業 の 職員 が 業務 を 担当 する 業務委託駅 で 、 清水駅 が 当 駅 を 管理 し て いる 。	
0	以下 に マディソン 市 における 1850年 から 2010年 まで の 人口 推移 を グラフ および 表 で 示す 。	以下 に フローレンス 市 における 1850年 から 2010年 まで の 人口 推移 を グラフ および 表 で 示す 。	
0	イネス の 名 は 、 その 功績 を 称え て 、 月 の クレーター や 小惑星 に 付け られ て いる 。	ルター の 名 は 、 その 功績 を 称え て 、 小惑星 や 月 の クレーター に 付け られ て いる 。	
0	専門 教科 として の 「 美術 」 は 、 主 に 「 美術 に関する 学科 」 において 履修 さ れ て いる 。	専門 教科 として の 「 体育 」 は 、 主 に 「 体育 に関する 学科 」 において 履修 さ れ て いる 。	
0	生 キクラゲ は 、 乾燥 品 を 水 戻し し た もの より 、 より 弾力 性 と 歯ごたえ に 富む 。	生 の もの は 、 乾燥 品 を 水 戻し し た もの より 、 より 弾力 性 と 歯ごたえ に 富む 。	
0	当初 は 静岡県 の 一部 、 後 に 同県 全域 の 徴兵 ・ 召集 等 兵事 事務 を 取り扱っ た 。	当初 は 岐阜県 の 一部 、 後 に 同県 全域 の 徴兵 ・ 召集 等 兵事 事務 を 取り扱っ た 。	
0	現在 使用 さ れ て いる 負圧計 は 、 大きく 分け て 機械 式 と 電気 式 に 分類 さ れる 。	現在 使用 さ れ て いる 水温計 は 、 大きく 分け て 機械 式 と 電気 式 に 分類 さ れる 。	
0	12月 1日 、 第二復員省 の 開 庁 に 伴い 、 横須賀 地方 復員 局所 管 の 特別 輸送艦 に 定め られる 。	12月 1日 、 第二復員省 の 開 庁 に 伴い 、 呉 地方 復員 局所 管 の 特別 輸送艦 に 定め られる 。	
0	2009年 （ 平成21年 ） 　 携帯局 は 全て 無線 業務 日誌 の 備付け が 不要 と さ れ た 。	2009年 （ 平成21年 ） 　 陸上移動中継局 は 全て 無線 業務 日誌 の 備付け が 不要 と さ れ た 。	
0	主 に 、 地域 の 結びつき の 強い 中学校 と その 地域 の 小学校 が 連携 し て 取り組む 事例 が 多い 。	主 に 、 地域 と 結びつき の 強い 高等学校 と その 地域 の 中学校 が 連携 し て 取り組む 事例 が 多い 。	
